516.614,8:36:37,43.9,3300,D,TB,0,1957,N,C,T,X,
570.040,9:30:02,43.4,4173,N,O,0,5671,N,C,,,
570.046,9:30:03,43.39,200,D,@,0,5687,N,C,T,,
570.082,9:30:05,43.4,55,D,4 I,0,5889,N,C,T,,
570.082,9:30:05,43.4,110,D,4,0,5890,N,C,T,,
570.082,9:30:05,43.4,87,D,4 I,0,5891,N,C,T,,
570.125,9:30:08,43.321,11,D,I,0,6044,N,C,T,,
570.126,9:30:08,43.33,100,N,F,0,6045,N,C,,,
570.127,9:30:08,43.33,35,D,I,0,6050,N,C,T,,
570.143,9:30:09,43.32,73,B,F I,0,6209,N,C,,,
570.143,9:30:09,43.33,65,N,F I,0,6213,N,C,,,
570.143,9:30:09,43.32,8,N,F I,0,6214,N,C,,,
570.161,9:30:10,43.32,45,N,I,0,6323,N,C,,,
570.175,9:30:10,43.32,300,D,@,0,6449,N,C,T,,
570.185,9:30:11,43.32,75,D,I,0,6538,N,C,T,,
570.259,9:30:16,43.32,47,N,F I,0,7067,N,C,,,
570.479,9:30:29,43.27,53,T,F I,0,8404,N,C,,,
570.479,9:30:29,43.27,53,T,Q,0,8405,N,C,,X,
570.479,9:30:29,43.28,100,N,F,0,8406,N,C,,,
570.578,9:30:35,43.3,50,K,I,0,9585,N,C,,,
571.628,9:31:38,43.26,14,N,F I,0,16938,N,C,,,
572.119,9:32:07,43.19,24,T,F I,0,21079,N,C,,,
572.119,9:32:07,43.22,13,N,F I,0,21080,N,C,,,
572.119,9:32:07,43.161,23,N,I,0,21081,N,C,,,
572.119,9:32:07,43.161,49,D,I,0,21087,N,C,N,,
572.202,9:32:12,43.23,100,K,F,0,21467,N,C,,,
572.202,9:32:12,43.23,100,K,@,0,21468,N,C,,,
572.202,9:32:12,43.24,100,P,Q,0,21469,N,C,,X,
572.202,9:32:12,43.24,100,P,F,0,21470,N,C,,,
572.202,9:32:12,43.24,1,T,F I,0,21471,N,C,,,
572.202,9:32:12,43.23,11,B,I,0,21472,N,C,,,
572.202,9:32:12,43.26,50,T,F I,0,21473,N,C,,,
572.202,9:32:12,43.26,1,T,F I,0,21474,N,C,,,
572.202,9:32:12,43.26,49,T,F I,0,21475,N,C,,,
572.202,9:32:12,43.26,3,P,F I,0,21476,N,C,,,
572.202,9:32:12,43.28,50,K,F I,0,21477,N,C,,,
572.202,9:32:12,43.25,23,T,F I,0,21478,N,C,,,
572.202,9:32:12,43.27,1,J,I,0,21479,N,C,,,
572.202,9:32:12,43.27,5,B,I,0,21480,N,C,,,
572.202,9:32:12,43.26,1,B,I,0,21481,N,C,,,
572.204,9:32:12,43.28,3,B,I,0,21485,N,C,,,
572.204,9:32:12,43.27,97,B,I,0,21486,N,C,,,
572.204,9:32:12,43.28,3,Y,I,0,21487,N,C,,,
572.215,9:32:13,43.25,53,K,F I,0,21519,N,C,,,
572.228,9:32:14,43.23,100,Z,@,0,21586,N,C,,,
572.228,9:32:14,43.23,100,N,@,0,21588,N,C,,,
572.229,9:32:14,43.2,5,N,I,0,21629,N,C,,,
572.229,9:32:14,43.2,50,K,F I,0,21631,N,C,,,
572.272,9:32:16,43.19,100,B,F,0,21931,N,C,,,
572.273,9:32:16,43.181,100,D,@,0,21944,N,C,T,,
572.273,9:32:16,43.18,100,D,@,0,21946,N,C,T,,
572.278,9:32:17,43.2,100,K,F,0,21955,N,C,,,
572.278,9:32:17,43.2,13,K,F I,0,21956,N,C,,,
572.278,9:32:17,43.2,87,K,F I,0,21957,N,C,,,
572.279,9:32:17,43.18,197,D,@,0,21960,N,C,T,,
572.296,9:32:18,43.19,100,D,F,0,22186,N,C,T,,
572.296,9:32:18,43.19,100,D,F,0,22187,N,C,T,,
572.626,9:32:38,43.22,100,B,F,0,24919,N,C,,,
572.626,9:32:38,43.21,13,P,F I,0,24920,N,C,,,
572.626,9:32:38,43.21,100,Y,F,0,24921,N,C,,,
572.626,9:32:38,43.23,100,P,@,0,24964,N,C,,,
572.765,9:32:46,43.21,13,N,I,0,26010,N,C,,,
572.765,9:32:46,43.21,100,K,@,0,26011,N,C,,,
572.765,9:32:46,43.21,100,K,@,0,26012,N,C,,,
572.966,9:32:58,43.21,1,K,F I,0,27483,N,C,,,
573.108,9:33:07,43.14,272,D,@,0,28751,N,C,T,,
573.128,9:33:08,43.1301,500,D,@,0,28840,N,C,T,,
573.191,9:33:11,43.13,100,N,F,0,29430,N,C,,,
573.216,9:33:13,43.0701,140,D,@,0,29541,N,C,T,,
573.315,9:33:19,43.1,186,Z,@,0,30279,N,C,,,
573.315,9:33:19,43.1,100,Z,F,0,30280,N,C,,,
573.315,9:33:19,43.1,14,Z,F I,0,30292,N,C,,,
573.315,9:33:19,43.09,100,N,F,0,30293,N,C,,,
573.315,9:33:19,43.11,100,D,@,0,30297,N,C,T,,
573.315,9:33:19,43.11,100,T,@,0,30300,N,C,,,
573.380,9:33:23,43.0501,100,D,@,0,31090,N,C,T,,
573.380,9:33:23,43.05,100,D,F,0,31091,N,C,T,,
573.416,9:33:25,43.044,100,D,@,0,31519,N,C,N,,
573.511,9:33:31,43.08,39,T,F I,0,32872,N,C,,,
573.511,9:33:31,43.08,61,T,I,0,32873,N,C,,,
573.511,9:33:31,43.08,75,Z,F I,0,32874,N,C,,,
573.511,9:33:31,43.09,39,T,I,0,32875,N,C,,,
573.511,9:33:31,43.08,25,Z,I,0,32876,N,C,,,
573.511,9:33:31,43.09,50,Z,I,0,32877,N,C,,,
573.568,9:33:34,43.09,25,Z,I,0,33255,N,C,,,
573.568,9:33:34,43.12,25,N,I,0,33257,N,C,,,
573.568,9:33:34,43.12,75,N,I,0,33258,N,C,,,
573.568,9:33:34,43.13,75,K,F I,0,33259,N,C,,,
573.568,9:33:34,43.14,50,P,F I,0,33260,N,C,,,
573.585,9:33:35,43.13,25,K,I,0,33427,N,C,,,
573.585,9:33:35,43.112,100,D,F,0,33439,N,C,T,,
573.940,9:33:56,43.16,100,D,@,0,35901,N,C,T,,
573.958,9:33:57,43.19,100,B,@,0,35974,N,C,,,
573.958,9:33:57,43.19,50,J,I,0,35975,N,C,,,
573.958,9:33:57,43.2,100,D,@,0,35976,N,C,N,,
