03/03/2014,08:39:02.621,102.3043,1966,D,C T,00,315,N,C,T,X,
03/03/2014,08:44:35.432,102.3043,4,D,C TI,00,362,N,C,T,X,
03/03/2014,09:04:57.963,102.47,1,D,C TI,00,424,N,C,T,X,
03/03/2014,09:19:48.404,102.59,400,P,FT,00,478,N,C,,,
03/03/2014,09:22:56.795,102.06,100,P,T,00,496,N,C,,,
03/03/2014,09:23:01.463,102.12,16,P,TI,00,497,N,C,,,
03/03/2014,09:27:18.869,102.61,384,P,FT,00,545,N,C,,,
03/03/2014,09:29:28.137,102.59,48,P,TI,00,611,N,C,,,
03/03/2014,09:29:50.058,102.6,9,J,TI,00,623,N,C,,,
03/03/2014,09:29:51.116,102.59,19,P,TI,00,627,N,C,,,
03/03/2014,09:29:59.672,102.6,58,J,TI,00,647,N,C,,,
03/03/2014,09:30:00.149,102.59,316,P,FT,00,669,N,C,,X,
03/03/2014,09:30:01.435,102.6,50,P,O I,00,2255,N,C,,,
03/03/2014,09:30:01.435,102.6,175,P,O,00,2256,N,C,,,
03/03/2014,09:30:01.435,102.6,11,P,O I,00,2258,N,C,,,
03/03/2014,09:30:01.435,102.6,1,P,O I,00,2259,N,C,,,
03/03/2014,09:30:01.435,102.6,60,P,O I,00,2260,N,C,,,
03/03/2014,09:30:01.435,102.6,2,P,O I,00,2261,N,C,,,
03/03/2014,09:30:01.435,102.6,21,P,O I,00,2262,N,C,,,
03/03/2014,09:30:01.435,102.6,7,P,O I,00,2263,N,C,,,
03/03/2014,09:30:01.436,102.6,78,P,O I,00,2264,N,C,,,
03/03/2014,09:30:01.436,102.6,152,P,O,00,2265,N,C,,,
03/03/2014,09:30:01.436,102.6,6,P,O I,00,2266,N,C,,,
03/03/2014,09:30:01.436,102.6,291,P,O,00,2267,N,C,,,
03/03/2014,09:30:01.436,102.6,144,P,O,00,2268,N,C,,,
03/03/2014,09:30:01.436,102.6,192,P,O,00,2269,N,C,,,
03/03/2014,09:30:01.436,102.6,250,P,O,00,2270,N,C,,,
03/03/2014,09:30:01.436,102.6,52,P,O I,00,2271,N,C,,,
03/03/2014,09:30:01.436,102.6,100,P,O,00,2272,N,C,,,
03/03/2014,09:30:01.436,102.6,12,P,O I,00,2273,N,C,,,
03/03/2014,09:30:01.436,102.6,102,P,O,00,2274,N,C,,,
03/03/2014,09:30:01.436,102.6,111,P,O,00,2275,N,C,,,
03/03/2014,09:30:01.436,102.6,18,P,O I,00,2276,N,C,,,
03/03/2014,09:30:01.436,102.6,30,P,O I,00,2277,N,C,,,
03/03/2014,09:30:01.436,102.6,198,P,O,00,2278,N,C,,,
03/03/2014,09:30:01.436,102.6,5,P,O I,00,2279,N,C,,,
03/03/2014,09:30:01.436,102.6,101,P,O,00,2280,N,C,,,
03/03/2014,09:30:01.436,102.6,36,P,O I,00,2281,N,C,,,
03/03/2014,09:30:01.436,102.6,10,P,O I,00,2282,N,C,,,
03/03/2014,09:30:01.436,102.6,12,P,O I,00,2283,N,C,,,
03/03/2014,09:30:01.437,102.6,28,P,O I,00,2284,N,C,,,
03/03/2014,09:30:01.437,102.6,40,P,O I,00,2285,N,C,,,
03/03/2014,09:30:01.437,102.6,115,P,O,00,2286,N,C,,,
03/03/2014,09:30:01.437,102.6,50,P,O I,00,2287,N,C,,,
03/03/2014,09:30:01.437,102.6,120,P,O,00,2288,N,C,,,
03/03/2014,09:30:01.437,102.6,153,P,O,00,2289,N,C,,,
03/03/2014,09:30:01.437,102.6,23,P,O I,00,2290,N,C,,,
03/03/2014,09:30:01.437,102.6,3,P,O I,00,2291,N,C,,,
03/03/2014,09:30:01.437,102.6,71,P,O I,00,2292,N,C,,,
03/03/2014,09:30:01.437,102.6,212,P,O,00,2293,N,C,,,
03/03/2014,09:30:01.437,102.6,40,P,O I,00,2294,N,C,,,
03/03/2014,09:30:01.437,102.6,456,P,O,00,2295,N,C,,,
03/03/2014,09:30:01.437,102.6,35,P,O I,00,2296,N,C,,,
03/03/2014,09:30:01.437,102.6,310,P,O,00,2297,N,C,,,
03/03/2014,09:30:01.437,102.6,13,P,O I,00,2298,N,C,,,
03/03/2014,09:30:01.437,102.6,5,P,O I,00,2299,N,C,,,
03/03/2014,09:30:01.437,102.6,31,P,O I,00,2300,N,C,,,
03/03/2014,09:30:01.437,102.6,300,P,O,00,2301,N,C,,,
03/03/2014,09:30:01.437,102.6,97,P,O I,00,2302,N,C,,,
03/03/2014,09:30:01.437,102.6,1200,P,O,00,2303,N,C,,,
03/03/2014,09:30:01.438,102.6,1628,P,O,00,2304,N,C,,,
03/03/2014,09:30:01.438,102.6,37,P,O I,00,2305,N,C,,,
03/03/2014,09:30:01.438,102.6,116,P,O,00,2306,N,C,,,
03/03/2014,09:30:01.438,102.6,419,P,O,00,2307,N,C,,,
03/03/2014,09:30:01.438,102.6,400,P,O,00,2308,N,C,,,
03/03/2014,09:30:01.438,102.6,192,P,O,00,2309,N,C,,,
03/03/2014,09:30:01.438,102.6,731,P,O,00,2310,N,C,,,
03/03/2014,09:30:01.438,102.6,1000,P,O,00,2311,N,C,,,
03/03/2014,09:30:01.438,102.6,796,P,O,00,2312,N,C,,,
03/03/2014,09:30:01.438,102.6,1138,P,O,00,2313,N,C,,,
03/03/2014,09:30:01.438,102.6,22,P,O I,00,2314,N,C,,,
03/03/2014,09:30:01.438,102.6,32,P,O I,00,2315,N,C,,,
03/03/2014,09:30:01.438,102.6,44,P,O I,00,2316,N,C,,,
03/03/2014,09:30:01.438,102.6,100,P,O,00,2317,N,C,,,
03/03/2014,09:30:01.438,102.6,100,P,O,00,2318,N,C,,,
03/03/2014,09:30:01.438,102.6,68,P,O I,00,2319,N,C,,,
03/03/2014,09:30:01.438,102.6,59,P,O I,00,2320,N,C,,,
03/03/2014,09:30:01.438,102.6,9,P,O I,00,2321,N,C,,,
03/03/2014,09:30:01.438,102.6,13,P,O I,00,2322,N,C,,,
03/03/2014,09:30:01.438,102.6,87,P,O I,00,2323,N,C,,,
03/03/2014,09:30:01.438,102.6,52,P,O I,00,2324,N,C,,,
03/03/2014,09:30:01.438,102.6,90,P,O I,00,2325,N,C,,,
03/03/2014,09:30:01.438,102.6,471,P,O,00,2326,N,C,,,
03/03/2014,09:30:01.438,102.6,29,P,O I,00,2327,N,C,,,
03/03/2014,09:30:01.438,102.6,21,P,O I,00,2328,N,C,,,
03/03/2014,09:30:01.439,102.6,13183,P,Q,00,2329,N,C,,X,
